Name,FileSource,Secondary,Storage,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,EntityLimitCount,LimitType,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,PanType,Pan,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice
fly_step_walk_plr_water,raw\sound\fly\footsteps\run\water\water_run_00.LN65.pc.snd.wav,fly_gear_plr,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,57,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_plr_water,raw\sound\fly\footsteps\run\water\water_run_01.LN65.pc.snd.wav,fly_gear_plr,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,57,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_plr_water,raw\sound\fly\footsteps\run\water\water_run_02.LN65.pc.snd.wav,fly_gear_plr,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,57,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_plr_water,raw\sound\fly\footsteps\run\water\water_run_03.LN65.pc.snd.wav,fly_gear_plr,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,57,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_plr_water,raw\sound\fly\footsteps\run\water\water_run_04.LN65.pc.snd.wav,fly_gear_plr,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,57,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_plr_wood,raw\sound\fly\footsteps\run\wood\wood_run_00.LN65.pc.snd.wav,fly_gear_plr,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,57,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_plr_wood,raw\sound\fly\footsteps\run\wood\wood_run_01.LN65.pc.snd.wav,fly_gear_plr,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,57,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_plr_wood,raw\sound\fly\footsteps\run\wood\wood_run_02.LN65.pc.snd.wav,fly_gear_plr,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,57,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_plr_wood,raw\sound\fly\footsteps\run\wood\wood_run_03.LN65.pc.snd.wav,fly_gear_plr,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,57,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_plr_wood,raw\sound\fly\footsteps\run\wood\wood_run_04.LN65.pc.snd.wav,fly_gear_plr,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,57,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_plr_wood,raw\sound\fly\footsteps\run\wood\wood_run_05.LN65.pc.snd.wav,fly_gear_plr,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,57,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_rock,raw\sound\fly\footsteps\run\concrete\concrete_run_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_rock,raw\sound\fly\footsteps\run\concrete\concrete_run_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_rock,raw\sound\fly\footsteps\run\concrete\concrete_run_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_rock,raw\sound\fly\footsteps\run\concrete\concrete_run_03.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_rock,raw\sound\fly\footsteps\run\concrete\concrete_run_04.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_rock,raw\sound\fly\footsteps\run\concrete\concrete_run_05.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_rubber,raw\sound\fly\footsteps\run\carpet\carpet_run_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_rubber,raw\sound\fly\footsteps\run\carpet\carpet_run_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_rubber,raw\sound\fly\footsteps\run\carpet\carpet_run_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_rubber,raw\sound\fly\footsteps\run\carpet\carpet_run_03.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_rubber,raw\sound\fly\footsteps\run\carpet\carpet_run_04.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_rubber,raw\sound\fly\footsteps\run\carpet\carpet_run_05.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_rubber,raw\sound\fly\footsteps\run\carpet\carpet_run_06.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_sand,raw\sound\fly\footsteps\run\sand\sand_run_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,50,52,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_sand,raw\sound\fly\footsteps\run\sand\sand_run_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,50,52,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_sand,raw\sound\fly\footsteps\run\sand\sand_run_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,50,52,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_snow,raw\sound\fly\footsteps\run\snow\snow_run_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_snow,raw\sound\fly\footsteps\run\snow\snow_run_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_snow,raw\sound\fly\footsteps\run\snow\snow_run_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_snow,raw\sound\fly\footsteps\run\snow\snow_run_03.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_snow,raw\sound\fly\footsteps\run\snow\snow_run_04.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_water,raw\sound\fly\footsteps\run\water\water_run_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_water,raw\sound\fly\footsteps\run\water\water_run_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_water,raw\sound\fly\footsteps\run\water\water_run_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_water,raw\sound\fly\footsteps\run\water\water_run_03.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_water,raw\sound\fly\footsteps\run\water\water_run_04.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_wood,raw\sound\fly\footsteps\run\wood\wood_run_00.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_wood,raw\sound\fly\footsteps\run\wood\wood_run_01.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_wood,raw\sound\fly\footsteps\run\wood\wood_run_02.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_wood,raw\sound\fly\footsteps\run\wood\wood_run_03.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_wood,raw\sound\fly\footsteps\run\wood\wood_run_04.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_walk_wood,raw\sound\fly\footsteps\run\wood\wood_run_05.LN65.pc.snd.wav,,loaded,bus_fx,grp_foley,snp_foley,,19.234,0,51,56,50,500,1000,allon,default,allon,default,3,2,priority,oldest,-160,160,10,50,0.15,1,3d,default,nonlooping,,1,0,25,100,80,0.2,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_zombie,raw\sound\fly\footsteps\zmb\zombie\steps_00.LN55.pc.snd.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,78,82,125,400,750,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_zombie,raw\sound\fly\footsteps\zmb\zombie\steps_01.LN55.pc.snd.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,78,82,125,400,750,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_zombie,raw\sound\fly\footsteps\zmb\zombie\steps_02.LN55.pc.snd.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,78,82,125,400,750,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_step_zombie,raw\sound\fly\footsteps\zmb\zombie\steps_03.LN55.pc.snd.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,78,82,125,400,750,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_land_player,raw\sound\fly\footsteps\weight\weight_00.LN65.pc.snd.wav,fly_impact_land_player,loaded,bus_fx,grp_foley,snp_foley,,0,0,72,75,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-200,200,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_land_player,raw\sound\fly\footsteps\weight\weight_01.LN65.pc.snd.wav,fly_impact_land_player,loaded,bus_fx,grp_foley,snp_foley,,0,0,72,75,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-200,200,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_land_player,raw\sound\fly\footsteps\weight\weight_02.LN65.pc.snd.wav,fly_impact_land_player,loaded,bus_fx,grp_foley,snp_foley,,0,0,72,75,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-200,200,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_land_player,raw\sound\fly\footsteps\weight\weight_03.LN65.pc.snd.wav,fly_impact_land_player,loaded,bus_fx,grp_foley,snp_foley,,0,0,72,75,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-200,200,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_land_player,raw\sound\fly\footsteps\weight\weight_04.LN65.pc.snd.wav,fly_impact_land_player,loaded,bus_fx,grp_foley,snp_foley,,0,0,72,75,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-200,200,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_land_player,raw\sound\fly\footsteps\weight\weight_05.LN65.pc.snd.wav,fly_impact_land_player,loaded,bus_fx,grp_foley,snp_foley,,0,0,72,75,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-200,200,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_plr,raw\sound\fly\footsteps\weight\weight_00.LN65.pc.snd.wav,fly_impact_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,30,35,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_plr,raw\sound\fly\footsteps\weight\weight_01.LN65.pc.snd.wav,fly_impact_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,30,35,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_plr,raw\sound\fly\footsteps\weight\weight_02.LN65.pc.snd.wav,fly_impact_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,30,35,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_plr,raw\sound\fly\footsteps\weight\weight_03.LN65.pc.snd.wav,fly_impact_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,30,35,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_plr,raw\sound\fly\footsteps\weight\weight_04.LN65.pc.snd.wav,fly_impact_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,30,35,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_plr,raw\sound\fly\footsteps\weight\weight_05.LN65.pc.snd.wav,fly_impact_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,30,35,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-160,160,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_run_plr,raw\sound\fly\footsteps\weight\weight_00.LN65.pc.snd.wav,fly_impact_run_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,55,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-40,40,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_run_plr,raw\sound\fly\footsteps\weight\weight_01.LN65.pc.snd.wav,fly_impact_run_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,55,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-40,40,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_run_plr,raw\sound\fly\footsteps\weight\weight_02.LN65.pc.snd.wav,fly_impact_run_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,55,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-40,40,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_run_plr,raw\sound\fly\footsteps\weight\weight_03.LN65.pc.snd.wav,fly_impact_run_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,55,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-40,40,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_run_plr,raw\sound\fly\footsteps\weight\weight_04.LN65.pc.snd.wav,fly_impact_run_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,55,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-40,40,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_run_plr,raw\sound\fly\footsteps\weight\weight_05.LN65.pc.snd.wav,fly_impact_run_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,55,60,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-40,40,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_sprint_plr,raw\sound\fly\footsteps\weight\weight_00.LN65.pc.snd.wav,fly_impact_sprint_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,66,71,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,80,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_sprint_plr,raw\sound\fly\footsteps\weight\weight_01.LN65.pc.snd.wav,fly_impact_sprint_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,66,71,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,80,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_sprint_plr,raw\sound\fly\footsteps\weight\weight_02.LN65.pc.snd.wav,fly_impact_sprint_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,66,71,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,80,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
fly_weight_sprint_plr,raw\sound\fly\footsteps\weight\weight_03.LN65.pc.snd.wav,fly_impact_sprint_plr,loaded,bus_fx,grp_foley,snp_foley,,0,0,66,71,0,5000,5000,allon,default,allon,default,2,8,oldest,oldest,-80,80,70,70,0,1,2d,front,nonlooping,,1,10,0,0,0,0.25,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
